condition,query_dataset,rank,model_name,recommendation_score,source_method,reasoning
A_merged,ade-benchmark-corpus/ade_corpus_v2,5,4bit/Llama-2-13b-chat-hf,0.55,method2,"GNN-supported English model under the 14B limit with consistent measured results across multiple NLP benchmarks: allenai/openbookqa accuracy=0.669, allenai/social_i_qa accuracy=0.669, Rowan/hellaswag accuracy=0.669, allenai/winogrande accuracy=0.669, and allenai/ai2_arc accuracy=0.669. It is broadly capable but has no direct measured biomedical extraction evidence here."
B_method1_only,ade-benchmark-corpus/ade_corpus_v2,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.76,method1,"Strongest task-language match among measured options: it achieved f1=0.9199 on amirveyseh/acronym_identification, an English expert-created token classification dataset similar to ADE’s span/entity extraction components."
B_method1_only,ade-benchmark-corpus/ade_corpus_v2,2,PlanTL-GOB-ES/roberta-base-biomedical-clinical-es,0.70,method1,"Best biomedical/pharmacological-domain evidence: it achieved f1=0.9004 on PlanTL-GOB-ES/pharmaconer, a clinical NER dataset focused on pharmacological substances. The main limitation is that PharmaCoNER is Spanish while ade_corpus_v2 is English."
B_method1_only,ade-benchmark-corpus/ade_corpus_v2,3,katanemo/Arch-Router-1.5B.gguf,0.62,method1,"It has the highest single measured score, accuracy=0.972 on DeepPavlov/clinc150, and the closest listed cosine similarity dataset. However, clinc150 is general intent classification rather than biomedical ADR extraction, so transfer relevance is weaker."
C_method2_only,ade-benchmark-corpus/ade_corpus_v2,1,PlanTL-GOB-ES/roberta-base-biomedical-clinical-es,0.78,method2,"Most domain-relevant evidence: it is biomedical-clinical and has strong measured NER performance on PlanTL-GOB-ES/pharmaconer with f1=0.9004 and PlanTL-GOB-ES/cantemist-ner with f1=0.8334. Although Spanish, the biomedical entity-extraction track record is the closest match to an ADE corpus."
C_method2_only,ade-benchmark-corpus/ade_corpus_v2,2,kyutai/helium-1-preview-2b,0.68,method2,"The GNN ranked it highest among the listed text models with combined score 0.0044, and it has consistent measured English task results including allenai/ai2_arc accuracy=0.809, Rowan/hellaswag accuracy=0.697, and allenai/winogrande accuracy=0.665. Its evidence is general rather than biomedical, but broad text understanding is strong."
C_method2_only,ade-benchmark-corpus/ade_corpus_v2,3,4bit/Llama-2-13b-chat-hf,0.64,method2,"A strong ≤14B English chat model with consistent measured results across several text benchmarks: allenai/openbookqa accuracy=0.669, allenai/social_i_qa accuracy=0.669, Rowan/hellaswag accuracy=0.669, allenai/winogrande accuracy=0.669, and allenai/ai2_arc accuracy=0.669. It lacks biomedical-specific measurements but is a plausible general-purpose baseline."
C_method2_only,ade-benchmark-corpus/ade_corpus_v2,4,beomi/Yi-Ko-6B,0.55,method2,"It has some useful measured text-understanding evidence, especially allenai/winogrande accuracy=0.7293, but performance is less consistent with allenai/ai2_arc accuracy=0.4889 and Blpeng/nsmc accuracy=0.5506. This makes it a weaker but still plausible ≤14B candidate."
C_method2_only,ade-benchmark-corpus/ade_corpus_v2,5,CATIE-AQ/QAmembert-large,0.49,method2,"It has a high measured QA result on CATIE-AQ/frenchQA with accuracy=0.7714 and f1=0.8874, and the GNN predicted-performance value is strong at 0.8091. However, the evidence is only one French QA dataset, so transfer to an English biomedical ADE corpus is uncertain."
D_claude_baseline,ade-benchmark-corpus/ade_corpus_v2,1,michiyasunaga/BioLinkBERT-large,0.93,claude_baseline,BioLinkBERT-large is pretrained on PubMed with citation-link signal and is state-of-the-art on BLURB-style biomedical classification/relation tasks; nearly ideal fit for ADE sentence classification and drug-AE relation extraction.
D_claude_baseline,ade-benchmark-corpus/ade_corpus_v2,2,allenai/biomed_roberta_base,0.88,claude_baseline,RoBERTa continued-pretrained on biomedical papers (S2ORC); a well-established strong baseline for ADE and similar biomedical text classification/RE with excellent fine-tuning stability.
D_claude_baseline,ade-benchmark-corpus/ade_corpus_v2,3,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.82,claude_baseline,DeBERTa-v3-large has best-in-class encoder performance and this NLI-tuned checkpoint transfers exceptionally well when fine-tuned on small binary classification datasets like ADE.
D_claude_baseline,ade-benchmark-corpus/ade_corpus_v2,4,answerdotai/ModernBERT-Large-Instruct,0.78,claude_baseline,"ModernBERT-large offers modern architecture (rotary, longer context, better efficiency) and strong general representations that fine-tune competitively for biomedical short-text classification."
D_claude_baseline,ade-benchmark-corpus/ade_corpus_v2,5,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,0.75,claude_baseline,Same DeBERTa-v3-large backbone with heavy NLI pretraining; a proven strong classification base that also enables zero/few-shot ADE-relevance prediction when labeled data is limited.
A_merged,allenai/cosmos_qa,1,mradermacher/ARM-7B-i1-GGUF,0.90,method1,"Best grounded candidate: it is consistently strong on two highly relevant English commonsense multiple-choice datasets, with allenai/openbookqa accuracy=0.858 and HuggingFaceFW/CommonsenseQA accuracy=0.857."
A_merged,allenai/cosmos_qa,2,soniox/Soniox-7B-v1.0,0.84,method1,"It has the single best measured result on the very relevant allenai/openbookqa benchmark with accuracy=0.906. The evidence is less broad than ARM-7B, but the measured score is excellent on an English commonsense QA task."
A_merged,allenai/cosmos_qa,3,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,0.79,method1,"Strong measured commonsense performance on HuggingFaceFW/CommonsenseQA with accuracy=0.834 supports fit for Cosmos QA. It also appears on allenai/quac with f1=0.449, giving some additional context-QA evidence though weaker than its CommonsenseQA result."
A_merged,allenai/cosmos_qa,4,allenai/unifiedqa-t5-small,0.76,method2,"The GNN gives it the highest query score, combined=0.7322, and its measured QA track record is broad: allenai/ai2_arc accuracy=0.762, allenai/qasc accuracy=0.685, and allenai/openbookqa accuracy=0.607. It is ranked below the strongest measured-neighborhood models because its OpenBookQA result is lower."
A_merged,allenai/cosmos_qa,5,microsoft/Orca-2-13b,0.73,method2,"Although GNN support is weaker with combined=0.0282, its real measured reasoning and reading-comprehension results are strong: allenai/ai2_arc accuracy=0.9285 and EleutherAI/race accuracy=0.8287. These make it a plausible fit for contextual commonsense QA under the 14B-parameter constraint."
B_method1_only,allenai/cosmos_qa,1,mradermacher/ARM-7B-i1-GGUF,0.91,method1,"Best supported by consistent, highly relevant measured results: allenai/openbookqa accuracy=0.858 and HuggingFaceFW/CommonsenseQA accuracy=0.857. These are both English commonsense multiple-choice QA benchmarks close to Cosmos QA."
B_method1_only,allenai/cosmos_qa,2,soniox/Soniox-7B-v1.0,0.84,method1,"It has the strongest single measured result on the highly relevant allenai/openbookqa benchmark with accuracy=0.906. Evidence is from only one neighbor, but the benchmark’s commonsense reasoning focus makes it a strong candidate."
B_method1_only,allenai/cosmos_qa,3,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,0.78,method1,"Shows strong English commonsense QA performance on HuggingFaceFW/CommonsenseQA with accuracy=0.834, plus measured coverage on allenai/quac with f1=0.449. The CommonsenseQA result is especially relevant to Cosmos QA’s multiple-choice commonsense reasoning."
B_method1_only,allenai/cosmos_qa,4,unsloth/Qwen2.5-Omni-7B-GGUF,0.74,method1,"Performs well on the relevant allenai/openbookqa benchmark with accuracy=0.811. It lacks multi-dataset neighborhood evidence here, but the measured OpenBookQA result is strong for commonsense reasoning."
B_method1_only,allenai/cosmos_qa,5,TheBloke/Llama-2-13B-chat-GGUF,0.67,method1,"Has consistent measured results across two similar English QA datasets: allenai/openbookqa accuracy=0.669 and allenai/quac accuracy=0.658. Scores are lower than the top models, but the cross-dataset evidence makes it a reliable fallback."
C_method2_only,allenai/cosmos_qa,1,TheBloke/Orca-2-13B-GGUF,0.91,method2,"Strong measured QA and commonsense record: allenai/ai2_arc accuracy=0.9285, EleutherAI/race accuracy=0.8287, and allenai/hellaswag accuracy=0.8686. It also has EleutherAI/lambada_openai accuracy=0.8686 and truthful_qa_mc accuracy=0.5773, suggesting broad language understanding."
C_method2_only,allenai/cosmos_qa,2,microsoft/Orca-2-13b,0.89,method2,"Excellent measured results on relevant reasoning and reading datasets, including allenai/ai2_arc accuracy=0.9285 and EleutherAI/race accuracy=0.8287. It also records EleutherAI/drop f1=0.5797 and Joschka/big_bench_hard accuracy=0.5018, giving stronger direct evidence than prediction alone."
C_method2_only,allenai/cosmos_qa,3,allenai/unifiedqa-t5-small,0.84,method2,"The GNN gives this model by far the strongest query-specific score, combined=0.7322, and it has consistent measured QA results across allenai/ai2_arc accuracy=0.762, allenai/qasc accuracy=0.685, allenai/ropes f1=0.67, and allenai/openbookqa accuracy=0.607. Although its absolute measured scores are below Orca-2, its track record is highly task-aligned."
C_method2_only,allenai/cosmos_qa,4,xverse/XVERSE-13B,0.74,method2,"Has solid measured performance on related multiple-choice and commonsense datasets: EleutherAI/race accuracy=0.742 and HuggingFaceFW/CommonsenseQA accuracy=0.695. Its RUCAIBox/gaokao-bench accuracy=0.539 adds broader reasoning evidence, though the GNN link score is very low."
C_method2_only,allenai/cosmos_qa,5,wenbopan/Faro-Yi-9B,0.67,method2,"Shows a reasonable measured record on several relevant benchmarks, including allenai/ai2_arc accuracy=0.7258, allenai/winogrande accuracy=0.7111, and Rowan/hellaswag accuracy=0.5728. It is weaker than XVERSE and Orca variants but has more task-relevant evidence than the medical, vision, or sentence-similarity alternatives."
D_claude_baseline,allenai/cosmos_qa,1,Qwen/Qwen2.5-14B-Instruct,0.93,claude_baseline,Largest allowed Qwen2.5 instruct model with SOTA-class commonsense/reading-comprehension scores among sub-15B models; well-suited to multiple-choice narrative QA like CosmosQA.
D_claude_baseline,allenai/cosmos_qa,2,Qwen/Qwen3-14B,0.91,claude_baseline,Newer 14B Qwen generation with even stronger reasoning; its native thinking mode further boosts multi-choice commonsense inference over passages.
D_claude_baseline,allenai/cosmos_qa,3,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,0.88,claude_baseline,"R1-distilled reasoning on Qwen2.5-14B base yields excellent chain-of-thought for causal/commonsense MCQA, which matches CosmosQA's question style."
D_claude_baseline,allenai/cosmos_qa,4,google/gemma-2-9b-it,0.86,claude_baseline,"Gemma-2 9B instruct is one of the strongest sub-10B open models on HellaSwag/ARC/RACE-style tasks, directly analogous to CosmosQA's format."
D_claude_baseline,allenai/cosmos_qa,5,meta-llama/Llama-3.1-8B-Instruct,0.83,claude_baseline,"Robust, well-aligned 8B instruct model with strong zero/few-shot MCQA performance; a reliable high-baseline choice for CosmosQA."
A_merged,allenai/mslr2022,1,nlpie/Llama2-MedTuned-7b,0.84,method1,"Best measured neighborhood evidence: it appears on two relevant biomedical datasets, with EMBO/BLURB f1=0.8392 and araag2/MedNLI accuracy=0.7921. Its biomedical instruction tuning makes it the strongest fit for medical literature-review summarization despite no direct MSLR2022 evaluation."
A_merged,allenai/mslr2022,2,nvidia/Llama3-ChatQA-2-8B,0.78,method2,"Strong GNN recommendation and highly relevant long-context design for document-grounded generation; it has measured results on THUDM/LongBench with f1=0.5384 and AdaptLLM/ConvFinQA with f1=0.7852. This makes it promising for synthesizing long clinical-study evidence, though its support is predictive rather than from the retrieved neighborhood."
A_merged,allenai/mslr2022,3,X-iZhang/libra-v1.0-7b,0.72,method2,"Top GNN-ranked candidate with combined score 0.3049 and a medical generation track record on X-iZhang/MIMIC-CXR-RRG, where it achieved bleu=0.513 and rouge-l=0.367. Its radiology-report focus is medically relevant, but it is less directly aligned with text-only literature-review summarization."
A_merged,allenai/mslr2022,4,anonymous4chan/llama-2-13b,0.64,method2,"Second-highest GNN candidate with combined score 0.2426 and solid general language understanding results, including Rowan/hellaswag accuracy=0.669 and allenai/quac accuracy=0.658. It is under the 14B limit and capable as a general generator, but lacks biomedical or summarization-specific measured evidence here."
A_merged,allenai/mslr2022,5,OpenMed/OpenMed-NER-PharmaDetect-BioMed-109M,0.58,method1,"Very strong measured biomedical-neighborhood performance on the closest dataset, EMBO/BLURB, with f1=0.95 and accuracy=0.99. However, it is a specialized biomedical NER model rather than a summarization model, so it is a lower-confidence recommendation for MSLR2022."
B_method1_only,allenai/mslr2022,1,nlpie/Llama2-MedTuned-7b,0.82,method1,This is the only model with measured results on multiple biomedical/clinical neighbors: EMBO/BLURB with f1=0.8392 and araag2/MedNLI with accuracy=0.7921. Its consistent medical-domain performance makes it the strongest fit for allenai/mslr2022 despite no direct summarization score.
